yourlist:M20201204A94466D2655679D1FD8953E075198DA81C4780X	Entry
GSTZ1	A0A0C4DFM0
GSTZ1	G3V267
GSTZ1	G3V3B9
GSTZ1	G3V4T6
GSTZ1	G3V5G8
GSTZ1	G3V5T0
GSTZ1	G3V5U6
GSTZ1	H0YJN8
GSTZ1	O43708
GYS1	M0QYU1
GYS1	P13807
GYS2	A0A024RAU5
GYS2	P54840
HBG2	A0A0J9YYA3
HBG2	A0A515HFS3
HBG2	A0A515HFT7
HBG2	A1EGU3
HBG2	B7UCU6
HBG2	D3GKD9
HBG2	D9YZU9
HBG2	E7CYP2
HBG2	E9PBW4
HBG2	P69892
HBG2	Q9UNL6
HECTD2	A0A0J9YVV1
HECTD2	E7ERR3
HECTD2	L8ECN8
HECTD2	Q5U5R9
HECTD2	X6R824
HFE	A0A097CK74
HFE	A0A097CK82
HFE	A0A097CK87
HFE	A0A097CK88
HFE	A0A097CKA4
HFE	A0A097CKB2
HFE	F5B2M9
HFE	F8W7W8
HFE	G3LGQ4
HFE	G3LGQ5
HFE	G3LGQ6
HFE	G3LGQ7
HFE	G3LGQ9
HFE	G3LGR0
HFE	G3LGR1
HFE	H2E8T4
HFE	H2E8T5
HFE	H2E8T7
HFE	H2E8T8
HFE	H2EQK2
HFE	H7C4K4
HFE	I1VA54
HFE	I1VA55
HFE	I1VA56
HFE	I1VA57
HFE	I1VA63
HFE	I1VA65
HFE	I1VA66
HFE	I1VA70
HFE	I1VA71
HFE	I1VA72
HFE	J9QF30
HFE	K0I859
HFE	K0IIP4
HFE	Q30201
HFE	Q6B0J5
HFE	Q86WL1
HFE	Q8MH46
HFE	Q9BXI5
HFE	Q9HC63
HFE	Q9HC65
HFE	Q9HC66
HFE	Q9HC67
HFE	Q9HC69
HFE	Q9HC71
HFE	Q9HC72
HFE	Q9TQ79
HFE	Q9UK37
HHEX	F8VU08
HHEX	Q03014
HIF1A	A8MYV6
HIF1A	D0VY79
HIF1A	Q16665
HK1	A0A024QZK7
HK1	A0A2R8Y626
HK1	A0A2R8Y7T9
HK1	A0A2R8YEE7
HK1	B1AR62
HK1	P19367
HK1	P78542
HK2	A0A2H4GDA3
HK2	A0A2H4GDA4
HK2	A0A2H4GDA5
HK2	A0A2H4GDB0
HK2	A0A2H4GDB1
HK2	E9PB90
HK2	P52789
HK2	Q53QX9
HK2	Q53SG7
HLA	A0A097F1T0
HLA	A0A0M5LKJ9
HLA	A0A0N7G7C7
HLA	A0A0N7G7C8
HLA	A0A0N7G7C9
HLA	A0A0N7G7D0
HLA	A0A0N9Q860
HLA	A0A0N9Q867
HLA	A0A0N9Q873
HLA	A0A0N9Q8M9
HLA	A0A0N9Q8N5
HLA	A0A0N9QHU3
HLA	A0A0N9QHU8
HLA	A0A0N9QHV8
HLA	A0A0N9QNI4
HLA	A0A0N9QNJ5
HLA	A0A0N9QV50
HLA	A0A0N9QV62
HLA	A0A0N9QWF4
HLA	A0A0N9QWG7
HLA	A0A0N9QWI0
HLA	A0A0N9QYE2
HLA	A0A0N9QYF2
HLA	A0A0N9QYG1
HLA	A0A0N9QYZ0
HLA	A0A0N9QZ02
HLA	A0A0N9QZ10
HLA	A0A0N9R1E3
HLA	A0A0N9R1F6
HLA	A0A0N9R1G3
HLA	A0A0N9R1T7
HLA	A0A0N9R1U5
HLA	A0A0N9R1V5
HLA	A0A0P0HDI3
HLA	A0A0S2UQ63
HLA	A0A0S2UQ67
HLA	A0A0S2UQD6
HLA	A0A0S2UQI5
HLA	A0A0U5KJ66
HLA	A0A192ZH27
HLA	A0A192ZHK6
HLA	A0A223PYB8
HLA	A0A223PYC5
HLA	A0A223PYD8
HLA	A0A286R617
HLA	A0A286R620
HLA	A0A286R628
HLA	A0A286R632
HLA	A0A286R647
HLA	A0A2P1CQD5
HLA	A0A583ZB94
HLA	A0A583ZBF2
HLA	A0A583ZBS6
HLA	A0A5K1TTC4
HLA	A0A5K1TTC5
HLA	A0A6G6D3S7
HLA	A0A6G6D3T3
HLA	A0MSS3
HLA	A0SXS8
HLA	A1JVF1
HLA	A3FJ97
HLA	B0UXQ0
HLA	B1PKY1
HLA	B1PKZ2
HLA	B1PQ27
HLA	B1PQ32
HLA	B1PQ33
HLA	C0KXH2
HLA	C7DRR8
HLA	C7DRR9
HLA	D1M7K9
HLA	D3UW30
HLA	D7RJ43
HLA	D7RJ49
HLA	D7RJ50
HLA	D7RJ51
HLA	E5FQ45
HLA	I3TBB4
HLA	I3TBB5
HLA	I3TBB6
HLA	I3TBB7
HLA	I3TBB8
HLA	I3TBB9
HLA	I3ZN79
HLA	I6M4H5
HLA	I6M4H6
HLA	I6M4H7
HLA	I7D913
HLA	M9T3Z4
HLA	M9T819
HLA	M9TGD7
HLA	M9TGE2
HLA	M9TGE6
HLA	M9TIH3
HLA	M9TIH8
HLA	M9TIS9
HLA	M9TIT3
HLA	M9TME2
HLA	M9TME8
HLA	M9TNT0
HLA	M9TNT6
HLA	M9TNU1
HLA	Q0EFB2
HLA	Q0MX32
HLA	Q14535
HLA	Q29923
HLA	Q2HYG4
HLA	Q3LAZ2
HLA	Q53Z42
HLA	Q5RJ27
HLA	Q5S3G3
HLA	Q5SPM2
HLA	Q5SUL5
HLA	Q6UQ30
HLA	Q6VS85
HLA	Q7YNX1
HLA	Q95J06
HLA	Q9TQ25
HLA	Q9UM45
HLA	U5XMI1
HLA	U5Y3R0
HMGCR	A0A024RAP2
HMGCR	C9JKX7
HMGCR	D6RIW0
HMGCR	H0Y8F6
HMGCR	H0Y8K6
HMGCR	L8E6X7
HMGCR	P04035
HMGCS1	A0A024R059
HMGCS1	D6RIW1
HMGCS1	Q01581
HMGCS2	P54868
HMMR	B9UCQ3
HMMR	E5RI30
HMMR	E5RIH2
HMMR	O75330
HMMR	Q05D84
HMMR	Q05DM0
HMMR	Q6NSC0
HMMR	Q6PG44
HMMR	Q6PIR6
HMOX1	B1AHA8
HMOX1	D2K7W4
HMOX1	F2YMD9
HMOX1	P09601
HMOX1	Q6FH11
HMOX1	Q96DI8
HMOX2	A0A087WT44
HMOX2	A0A1B0GXH0
HMOX2	I3L159
HMOX2	I3L1F5
HMOX2	I3L1Y2
HMOX2	I3L276
HMOX2	I3L463
HMOX2	I3L4P8
HMOX2	P30519
HMOX2	Q6FHB5
HMOX2	Q6IBP2
HNF4A	A0A087WXV4
HNF4A	A0A2R3XWA5
HNF4A	A0A2R3XWA6
HNF4A	A0A2R3XWC8
HNF4A	A0A2R3XWF7
HNF4A	B9VVT8
HNF4A	F1D8T0
HNF4A	F8WBS7
HNF4A	P41235
HNF4A	Q8NHY1
HPCAL1	C9JW46
HPCAL1	E9PC71
HPCAL1	H7BZC1
HPCAL1	P37235
HPCAL1	Q6FGY1
HPSE2	A0A087X238
HPSE2	A0A0A0MSB9
HPSE2	F8S1G9
HPSE2	Q2M1H9
HPSE2	Q8WWQ2
HSD11B1	A0A087WU76
HSD11B1	A0A0A0MQV1
HSD11B1	P28845
HSD11B1	X5D2L1
HSD11B2	P80365
HSD11B2	R4GN04
HSPA1A	P0DMV8
HSPA1A	V9GZ37
HSPA1B	A0A0G2JIW1
HSPA1A,HSPA1B	A8K5I0
HSPA1B	P0DMV9
HSPA1L	P34931
HSPA1L	Q53FA3
HSPA5	P11021
HSPG2	A0A024RAB6
HSPG2	A0A0U1RQT3
HSPG2	A0A2R8YH07
HSPG2	A0A3B3IT11
HSPG2	B6EU51
HSPG2	H0Y5A9
HSPG2	H7BYA5
HSPG2	O43834
HSPG2	P98160
HSPG2	Q2VPA1
HTR2A	A0A087WZJ9
HTR2A	B3VRB0
HTR2A	B3VRB5
HTR2A	B3VRC0
HTR2A	L7QJB5
HTR2A	P28223
HTR2A	Q9P2Q9
HTR2C	B3VRE0
HTR2C	B3VRE5
HTR2C	B3VRF0
HTR2C	B3VRF5
HTR2C	P28335
HTR2C	Q7Z579
HTR6	P50406
ICAM1	A0A1C9J7T1
ICAM1	E7ESS4
ICAM1	K7EKL8
ICAM1	P05362
ICAM1	Q14601
ICAM1	Q5NKV8
IDE	A0A3B3ISG5
IDE	P14735
IDE	Q5T5N3
IDE	R4GN65
IFFO1	A0A087WZ16
IFFO1	E9PPX7
IFFO1	F8W8H2
IFFO1	Q0D2I5
IFFO1	Q6P593
IFNG	A8YQE4
IFNG	P01579
IFT74	A0A3B3IT46
IFT74	A0PJM7
IFT74	E5RGX6
IFT74	E5RH29
IFT74	E5RIF0
IFT74	E5RJK3
IFT74	Q8IUV3
IFT74	Q96LB3
IGF1	L8E8N9
IGF1	L8EC78
IGF1	P05019
IGF1	Q5U743
IGF1	Q6LD41
IGF1	Q9NP10
IGF1R	C9J5X1
IGF1R	H0YMJ5
IGF1R	H0YNR0
IGF1R	H3BSZ8
IGF1R	P08069
IGF1R	Q3B833
IL10	A0A286YEX3
IL10	A0A590UK12
IL10	B3VI66
IL10	P22301
IL10	Q6FGS9
IL10	Q6FGW4
IL10	Q6LBF4
IL10	Q71UZ1
IL18	A0A024R3E0
IL18	B0YJ28
IL18	Q14116
IL1A	P01583
IL1B	B5BUQ8
IL1B	C9JSC2
IL1B	C9JVK0
IL1B	C9JWV2
IL1B	O43645
IL1B	P01584
IL1RN	A0A024R528
IL1RN	P18510
IL33	A0A1I9RI50
IL33	A0A1I9RI51
IL33	L8ECM0
IL33	O95760
IL4	B0JFA2
IL4	D4HNR6
IL4	P05112
IL4	Q5FC01
IL4	Q6NWP0
IL4	Q9UPB9
IL4	U3LVN1
IL6	A0A1C9J7T5
IL6	A0A1C9J7T7
IL6	A0A1C9J7T8
IL6	A0A1C9J7U0
IL6	A0A1C9J7V0
IL6	A0A1C9J7V2
IL6	B4DNV3
IL6	B5MC14
IL6	B5MC21
IL6	B5MCZ3
IL6	C9J5B0
IL6	P05231
IL6	Q75MH2
IL8	A0A024RDA5
IL8	P10145
INPPL1	A0A0A0MTP6
INPPL1	F5GWY9
INPPL1	F5GY16
INPPL1	F5GYK9
INPPL1	F5H588
INPPL1	H0YFB4
INPPL1	H0YFZ4
INPPL1	H7BXR2
INPPL1	O15357
INS	A6XGL2
INS	C9JNR5
INS	F6MZK5
INS	I3WAC9
INS	P01308
INSR	M0R3E6
INSR	P06213
INSR	Q86WY9
IREB2	D3DW85
IREB2	H0YL48
IREB2	H0YLE0
IREB2	H0YMA8
IREB2	H0YN46
IREB2	H0YNL8
IREB2	P48200
IRF6	A0A2R8YHF3
IRF6	B1AJU4
IRF6	G0Z349
IRF6	O14896
IRS1	P35568
IRS1	W0KMC7
IRS1	W0KR29
IRS1	W0KRH6
KCNJ11	A0A220SZY8
KCNJ11	C5IU89
KCNJ11	C5IU90
KCNJ11	D2K1F9
KCNJ11	E9PPF1
KCNJ11	H0YES9
KCNJ11	Q14654
KCNJ6	P48051
KCNMA1	A0A087WZL8
KCNMA1	A0A0A0MRC3
KCNMA1	A0A0A0MRR0
KCNMA1	A0A0A0MSE6
KCNMA1	A0A1B0GWD4
KCNMA1	A0A1W2PNG1
KCNMA1	A0A1W2PNH9
KCNMA1	A0A1W2PNN5
KCNMA1	A0A1W2PNN6
KCNMA1	A0A1W2PNQ3
KCNMA1	A0A1W2PNW6
KCNMA1	A0A1W2PNX9
KCNMA1	A0A1W2PNY7
KCNMA1	A0A1W2PNY8
KCNMA1	A0A1W2PNY9
KCNMA1	A0A1W2PP06
KCNMA1	A0A1W2PP26
KCNMA1	A0A1W2PP37
KCNMA1	A0A1W2PP76
KCNMA1	A0A1W2PP94
KCNMA1	A0A1W2PPH9
KCNMA1	A0A1W2PPQ3
KCNMA1	A0A1W2PPS2
KCNMA1	A0A1W2PPT7
KCNMA1	A0A1W2PPX7
KCNMA1	A0A1W2PPY5
KCNMA1	A0A1W2PPZ1
KCNMA1	A0A1W2PQ39
KCNMA1	A0A1W2PQ53
KCNMA1	A0A1W2PQ61
KCNMA1	A0A1W2PQ93
KCNMA1	A0A1W2PQA0
KCNMA1	A0A1W2PQJ9
KCNMA1	A0A1W2PQK5
KCNMA1	A0A1W2PQR1
KCNMA1	A0A1W2PQU4
KCNMA1	A0A1W2PQZ4
KCNMA1	A0A1W2PQZ8
KCNMA1	A0A1W2PR56
KCNMA1	A0A1W2PR62
KCNMA1	A0A1W2PRA7
KCNMA1	A0A1W2PRB0
KCNMA1	A0A1W2PRC3
KCNMA1	A0A1W2PRE5
KCNMA1	A0A1W2PRF1
KCNMA1	A0A1W2PRG5
KCNMA1	A0A1W2PRJ1
KCNMA1	A0A1W2PRN5
KCNMA1	A0A1W2PRT6
KCNMA1	A0A1W2PRV4
KCNMA1	A0A1W2PRX6
KCNMA1	A0A1W2PS54
KCNMA1	A0A1W2PS97
KCNMA1	A0A1W2PSA7
KCNMA1	A0A1W2PSD3
KCNMA1	B7ZMF5
KCNMA1	D5MRH1
KCNMA1	H0Y379
KCNMA1	H0Y382
KCNMA1	H0Y406
KCNMA1	J3KQ16
KCNMA1	Q12791
KCNMA1	Q5SVJ7
KCNMA1	Q5SVJ8
KCNMA1	Q5SVJ9
KCNMA1	Q5SVK0
KCNMA1	Q5SVK5
KCNMA1	S4R2X4
KCNMA1	S4R453
KIF11	P52732
KIF18B	A0A494BYR6
KIF18B	Q6NWY8
KIF18B	Q86Y91
KLF5	A0A0A0N0L4
KLF5	A0A0A0N0L7
KLF5	A0A0A0N0M4
KLF5	Q13887
KLF5	Q5T6X2
HK1,KLK1	A0A1L2BPJ1
HK1,KLK1	A0A1L2BPJ2
KLK1	A0A1R3UCD2
KLK1	M0R318
KLK1	P06870
KLK1	Q6T776
KNS2	O00139
KNS2	Q07866
KNS2	Q7RTP8
KNS2	Q7RTQ0
KNS2	Q7RTQ1
KNS2	Q7RTQ2
KNS2	Q7RTQ4
KNS2	Q7RTQ7
KNS2	Q7RTQ8
KNS2	Q7RTQ9
LAMB1	C9J296
LAMB1	E7EPA6
LAMB1	E9PCS6
LAMB1	G3XAI2
LAMB1	L8E7Q3
LAMB1	P07942
LAMB1	Q75MC8
LAMB1	Q8TAS6
LCK	A0A0S2Z3T3
LCK	A0A0S2Z3Y4
LCK	A0A0S2Z3Y8
LCK	E9PAP0
LCK	E9PI33
LCK	E9PJ92
LCK	E9PKQ8
LCK	E9PQ10
LCK	F8W6B9
LCK	P06239
LCK	Q573B4
LDLR	A0A024R7D5
LDLR	A0A0E3KII0
LDLR	A0A0E3MS57
LDLR	A0A5B8PB45
LDLR	A0A6J4DGZ0
LDLR	A2SZX1
LDLR	E1B4S5
LDLR	E1B4T0
LDLR	E2J5K4
LDLR	H0YM92
LDLR	H0YMD1
LDLR	H0YMQ3
LDLR	J3KMZ9
LDLR	P01130
LDLR	Q6LCH2
LDLR	Q9UH51
LHB	A0A0F7RQE6
LHB	A7Y161
LHB	P01229
LHB	Q8WXL0
LHCGR	E7ENI1
LHCGR	E7EQB5
LHCGR	E7ESK4
LHCGR	H7C226
LHCGR	P22888
LHCGR	Q4ZFZ4
LHCGR	Q53S49
LIPA	A0A0A0MT32
LIPA	P38571
LIPA	Q5T073
LIPA	Q5T770
LIPC	A6H8L5
LIPC	B9TXP1
LIPC	E7EUJ1
LIPC	E7EUK6
LIPC	P11150
LIPE	M0QXB1
LIPE	M0QXM5
LIPE	M0QY29
LIPE	M0QYP8
LIPE	M0R201
LIPE	M0R2G1
LIPE	Q05469
LIPF	P07098
LMNA	A0A0C4DGC5
LMNA	A0A6Q8PF59
LMNA	A0A6Q8PF80
LMNA	A0A6Q8PFF5
LMNA	A0A6Q8PFJ0
LMNA	A0A6Q8PFM1
LMNA	A0A6Q8PGH0
LMNA	A0A6Q8PHQ9
LMNA	D6RB20
LMNA	H0YAB0
LMNA	P02545
LMNA	Q3BDU5
LMNA	Q5I6Y5
LMNA	Q5TCI8
LMNA	W8QEH3
LPA	A0A087WWY0
LPA	P08519
LPA	Q1HP67
LPAR5	Q5KU18
LPAR5	Q9H1C0
LPL	A0A1B1RVA9
LPL	A0A3B3IT60
LPL	A0A6B9JFD6
LPL	E5RHN7
LPL	E5RJI0
LPL	E5RJZ4
LPL	E7EW14
LPL	P06858
LPL	Q6IAV0
LPL	Q8NEW3
LRAT	D6RC94
LRAT	O95237
LRP1	H0YJ88
LRP1	H0YJI8
LRP1	L0R6J6
LRP1	Q07954
LRP1	Q6PJ72
LRP1	Q7Z7K9
LRP2	A0A3B3IRR0
LRP2	A0A3B3IT64
LRP2	E9PC35
LRP2	L8E983
LRP2	P98164
LRP2	Q4ZG84
LRP2	Q53TL0
LRP2	Q9NP34
LRP3	O75074
LRP3	V9GYG8
LRP6	B7ZLD0
LRP6	F5H0Z3
LRP6	F5H7J9
LRP6	H0YGH0
LRP6	H0YGW5
LRP6	O75581
LRP8	A0A590UJ30
LRP8	A0A590UJ39
LRP8	A0A590UJ57
LRP8	A0A590UJ98
LRP8	A0A590UJF9
LRP8	A0A590UJH5
LRP8	A0A590UJJ8
LRP8	A0A590UJJ9
LRP8	A0A590UJQ4
LRP8	A0A590UJT0
LRP8	A0A590UJV3
LRP8	A0A590UK45
LRP8	A0A590UK53
LRP8	A0A590UK84
LRP8	A0A590UK97
LRP8	A0A590UKB1
LRP8	A0A590UKB5
LRP8	D3DQ39
LRP8	E9PKG2
LRP8	E9PP15
LRP8	H0YCA4
LRP8	H0YEA5
LRP8	H0YEV6
LRP8	Q14114
LRPAP1	A0A3B3IRQ7
LRPAP1	D6REW6
LRPAP1	P30533
LRRK2	A0A1B0GUQ3
LRRK2	A0A218N881
LRRK2	A0A2R8Y4F8
LRRK2	C9JBF0
LRRK2	E9PC85
LRRK2	H7C3B6
LRRK2	Q17RV3
LRRK2	Q5S007
LRRTM3	Q86VH5
LSS	A0A0G2JQD0
LSS	A0A0G2JS81
LSS	C9J315
LSS	H7C3A5
LSS	P48449
LTA	A0A286SD60
LTA	A0A286SD61
LTA	A0A286SD62
LTA	A0A286SD66
LTA	A0A286SD73
LTA	P01374
LTA	Q45NE3
LTA	Q45NE4
LTA	Q45NE5
LTA	Q45NE6
LTA	Q45NE7
LTA	Q45NE8
LTA	Q45NE9
LTA	Q5ST95
LTA	Q5STV3
LTA	Q6FG55
LTA	Q6WQT9
LTA	Q6WQU7
LTA	Q6WQV4
LTA	Q6WQV6
LTA	Q6WQV7
LTA	W6A1P7
M6PR	F5GX30
M6PR	F5GXE0
M6PR	F5GXU0
M6PR	F5H4U1
M6PR	F5H883
M6PR	H0YF90
M6PR	H0YFL0
M6PR	H0YFY9
M6PR	H0YGE9
M6PR	H0YGT2
M6PR	P20645
M6PR	Q6I9U3
MAGI2	A0A0D9SET0
MAGI2	A0A0D9SEY4
MAGI2	A0A0D9SEZ7
MAGI2	A0A0D9SF86
MAGI2	A0A0D9SFP3
MAGI2	A0A0D9SFY9
MAGI2	A0A0D9SGF2
MAGI2	A0A0D9SGF8
MAGI2	A0A0D9SGI1
MAGI2	A0A0E3D6M1
MAGI2	A0A0U1RRH4
MAGI2	A0A1B0GTC0
MAGI2	A0A1B0GTH8
MAGI2	A0A1B0GUF0
MAGI2	A0A1B0GUI9
MAGI2	A0A1B0GUV4
MAGI2	A0A1B0GVS0
MAGI2	A0A1B0GVS6
MAGI2	D6W5N0
MAGI2	E7EWI0
MAGI2	Q86UL8
MAOA	A0A1W5KJW8
MAOA	P21397
MAOA	Q49A63
MAOA	Q53YE7
MAOA	Q5UL91
MAOA	Q5UL94
MAOA	Q5ULA3
MAOA	Q5ULA9
MAOB	P27338
MAOB	Q8TBI1
MAPK8IP1	E9PBB9
MAPK8IP1	Q6NUQ9
MAPK8IP1	Q9UQF2
MAPT	A0A024R9Y0
MAPT	A0A024R9Y1
MAPT	A0A024RA17
MAPT	A0A024RA19
MAPT	A0A0G2JMX7
MAPT	A0A0G2JPD5
MAPT	A0A0G2JQJ7
MAPT	A0A0G2JS76
MAPT	I3L170
MAPT	I3L2Z2
MAPT	P10636
MAPT	T1SGS4
STH	A0A0G2JRG2
STH	Q8IWL8
MARCH5	Q9NX47
MC2R	Q01718
MC2R	R4GMM0
MCM3AP	A0A0A0MSZ7
MCM3AP	L8ECA8
MCM3AP	O60318
MEF2A	A0A0S2Z417
MEF2A	A0A0S2Z453
MEF2A	A0A0S2Z454
MEF2A	A0A0S2Z4C8
MEF2A	A0A0S2Z4N0
MEF2A	H0YKY6
MEF2A	H0YM62
MEF2A	H0YNI2
MEF2A	L0R504
MEF2A	Q02078
MEFV	A5JUN0
MEFV	D2DTW1
MEFV	D2DTW2
MEFV	E3P8H6
MEFV	E3P8H7
MEFV	F5GZV9
MEFV	F5H2E5
MEFV	F5H595
MEFV	F5H6N9
MEFV	F8W6Z2
MEFV	I3L0S7
MEFV	I4DSV7
MEFV	O15553
MICA	A0A023SER7
MICA	A0A023SGA8
MICA	A0A024RCL3
MICA	A0A0F6UUZ2
MICA	A0A0G2JJ55
MICA	A0A0G2JK11
MICA	A0A0K1NWU9
MICA	A0A0K1NXC7
MICA	A0A0K1NXW1
MICA	A0A0M3LAT3
MICA	A0A0M3LAU3
MICA	A0A0M3LAV0
MICA	A0A0M3LAV5
MICA	A0A0M3LAW0
MICA	A0A0M3LAW3
MICA	A0A0M3LAW8
MICA	A0A0M3LAX6
MICA	A0A0M3LAX7
MICA	A0A0M3LAY5
MICA	A0A0M3LB05
MICA	A0A0M3LB16
MICA	A0A0M3LB17
MICA	A0A0M3LB24
MICA	A0A0M3LB25
MICA	A0A0M3LB32
MICA	A0A0M3LB33
MICA	A0A0M3LB39
MICA	A0A0M3LB40
MICA	A0A0M3LB48
MICA	A0A0M3LB49
MICA	A0A0M3LB59
MICA	A0A0M3LB64
MICA	A0A0M3LB71
MICA	A0A0M3LB79
MICA	A0A0M3LB88
MICA	A0A0M3LB93
MICA	A0A0M3LB98
MICA	A0A0M3LBA3
MICA	A0A0M3LBA6
MICA	A0A0M3LBB1
MICA	A0A0M3LBB7
MICA	A0A0M3LBC0
MICA	A0A0M3LBC6
MICA	A0A0M3LBC8
MICA	A0A0M3LBD4
MICA	A0A0M3LBD5
MICA	A0A0M3LBD8
MICA	A0A0M3LBE8
MICA	A0A0M3LC33
MICA	A0A0M3LC47
MICA	A0A0M3LC61
MICA	A0A0M3LC79
MICA	A0A0M3LC96
MICA	A0A0M3LCB6
MICA	A0A0M3LCI5
MICA	A0A0M3LCK2
MICA	A0A0M3LCL8
MICA	A0A0M3LCN5
MICA	A0A0M3LCQ0
MICA	A0A0M3LCR4
MICA	A0A0M3LCT1
MICA	A0A0M3LCU6
MICA	A0A0M3LCW3
MICA	A0A0M3LCX3
MICA	A0A0M3LCZ0
MICA	A0A0M3LD01
MICA	A0A140T8Z6
MICA	A0A140T986
MICA	A0A140T9B8
MICA	A0A140T9I5
MICA	A0A140T9M1
MICA	A0A140T9P3
MICA	A0A140T9T9
MICA	A0A140T9Z8
MICA	A0A142J239
MICA	A0A142J2X9
MICA	A0A1B0UGR6
MICA	A0A1B0UGR8
MICA	A0A1B0UGR9
MICA	A0A1B0UGS0
MICA	A0A1B0UGS4
MICA	A0A1B0Z4Z0
MICA	A0A1V0E407
MICA	A0A1V0E430
MICA	A0A1W2PPN1
MICA	A0A1W2PRA6
MICA	A0A2Z2H1T6
MICA	A0A385JFJ9
MICA	A0A385JFK0
MICA	A0A385JFK1
MICA	A0A385JFK4
MICA	A0A385JFK9
MICA	A0A516UWZ7
MICA	A0A5B8GVP4
MICA	A0A5B8LE57
MICA	A0A5P3YYA7
MICA	A0A5P3Z0J8
MICA	A0A669KAV5
MICA	A0A669KAV8
MICA	A0A7D9C0Y6
MICA	A0A7D9C100
MICA	A0A7D9C101
MICA	A0A7D9C115
MICA	A0A7D9C121
MICA	A0A7D9C125
MICA	A0A7D9C126
MICA	A0A7D9C127
MICA	A0A7D9C135
MICA	A0A7D9C1Q4
MICA	A0A7D9CS10
MICA	A0A7D9CS82
MICA	A0A7D9CS89
MICA	A0A7D9CT29
MICA	A0A7D9CT54
MICA	A0A7D9G2H3
MICA	A0A7D9G2J0
MICA	A0A7D9G2J6
MICA	A0A7D9G3X1
MICA	A0A7D9G5L2
MICA	A0A7D9G6D3
MICA	A0A7D9GTW8
MICA	A0A7D9GUE3
MICA	A0A7D9GUF1
MICA	A0A7D9GVE0
MICA	A0A7D9GVG0
MICA	A0A7D9GW21
MICA	B0FYL6
MICA	B0FYL7
MICA	B0FZD0
MICA	B9VJ52
MICA	C0LU32
MICA	C0LZS1
MICA	C0LZS2
MICA	C5NT78
MICA	C7FEB0
MICA	D4P5A5
MICA	D6QZ32
MICA	D7REL5
MICA	E7BBQ2
MICA	F1BE19
MICA	F5CA55
MICA	F5CA56
MICA	F5CIT5
MICA	F5CIT6
MICA	F5CJX4
MICA	F5CJX5
MICA	F5CJX6
MICA	F5CQ56
MICA	F5CQ57
MICA	G1JTE6
MICA	G3CBL6
MICA	G3CBL7
MICA	G8FU06
MICA	G9FRT9
MICA	G9HQC6
MICA	H0Y615
MICA	H7BSL1
MICA	H9CTV0
MICA	I3WCM9
MICA	J7IHS8
MICA	J9TPG6
MICA	J9UPX7
MICA	J9YIZ8
MICA	J9YLR7
MICA	L7Z9L1
MICA	M1NVA7
MICA	M1PIT1
MICA	M1PPD1
MICA	M1Q4R4
MICA	M1SWZ3
MICA	M1TD20
MICA	Q0EFB3
MICA	Q29983
MICA	Q2L6G1
MICA	Q5SS57
MICA	Q95IC0
MICA	Q96QC4
MICA	Q9GJ26
MICA	Q9GJ27
MICA	Q9GJ30
MICA	Q9GJ32
MICA	Q9UDZ8
MICA	Q9UDZ9
MICA	Q9UE00
MICA	Q9UE01
MICA	Q9UE02
MICA	Q9UE03
MICA	V5P5E0
MICA	V5P5H4
MICA	W5XKU5
MICA	W6S1K2
MICA	W6S861
MICA	W8RL45
MICA	X5GEV1
MICB	A0A024RCJ5
MICB	A0A0F7KLE7
MICB	A0A0G2JH58
MICB	A0A0G2JH91
MICB	A0A0G2JHB5
MICB	A0A0S2VI72
MICB	A0A140T979
MICB	A0A140T9D8
MICB	A0A140T9H4
MICB	A0A140T9M6
MICB	A0A1V0E420
MICB	A0A1V0E449
MICB	A0A385JB48
MICB	A0A385JB52
MICB	A0A385JB84
MICB	A0A3G4S7Y5
MICB	A0A7D9D431
MICB	A0A7D9D441
MICB	A0A7D9D449
MICB	A0A7D9D453
MICB	A0A7D9D493
MICB	A0A7D9D4H5
MICB	A0A7D9D4N0
MICB	A0A7D9D4Q4
MICB	A0A7D9D4T4
MICB	A0A7D9D4T8
MICB	A0A7D9D4W1
MICB	A0A7D9D5H6
MICB	A0A7D9D5I2
MICB	A0A7D9D5J0
MICB	A0A7D9D6T5
MICB	A0A7D9D6U4
MICB	A0A7D9D6V3
MICB	A0A7D9D6Y8
MICB	A0A7D9H5W2
MICB	A0A7D9H5X0
MICB	A0A7D9H5X6
MICB	A0A7D9H612
MICB	A0A7D9H654
MICB	A0A7D9H6S8
MICB	A0A7D9H6V1
MICB	A0A7D9H6X5
MICB	A0A7D9H6Y9
MICB	A0A7D9H7X8
MICB	A0A7D9H810
MICB	A0A7D9H821
MICB	A0A7D9H880
MICB	A0A7D9H8B3
MICB	A0A7D9H8E3
MICB	A0A7D9H8J2
MICB	A0A7D9H960
MICB	A0A7D9H984
MICB	A0A7D9H996
MICB	D2KNA0
MICB	E0AG58
MICB	F5H7Q8
MICB	G1EFQ4
MICB	H9B8I7
MICB	Q0EFB4
MICB	Q29980
MIF	A6MUU8
MIF	I4AY87
MIF	P03971
MIF	P14174
MINPP1	Q9UNW1
MME	A0A6Q8PFY6
MME	B7ZKY6
MME	C9IYX7
MME	C9J7X4
MME	C9J9X7
MME	C9JDZ3
MME	L7Z660
MME	L7ZC27
MME	L8E8E1
MME	P08473
MME	Q3KQS6
MMP1	A5GZ69
MMP1	L8EC95
MMP1	P03956
